Reference, Date, Time, Wind Pulses, Direction, Temperature, Humidity, Thermistor, Battery Voltage,,Humidity %
AA,10/02/2014,23:43:21,0,D,10.84,0.64864,12.52,4.45,,64.864
AA,10/02/2014,23:44:21,0,D,10.84,0.64748,12.52,4.45,,64.748
AA,10/02/2014,23:45:21,0,D,10.83,0.64882,12.52,4.45,,64.882
AA,10/02/2014,23:46:21,0,D,10.83,0.64907,12.52,4.45,,64.907
AA,10/02/2014,23:47:21,0,D,10.83,0.64931,12.52,4.45,,64.931
AA,10/02/2014,23:48:21,0,D,10.81,0.64882,12.52,4.45,,64.882
AA,10/02/2014,23:49:21,0,D,10.81,0.64907,12.52,4.45,,64.907
AA,10/02/2014,23:50:21,0,D,10.81,0.64797,12.43,4.45,,64.797
AA,10/02/2014,23:51:21,0,D,10.8,0.64772,12.43,4.45,,64.772
AA,10/02/2014,23:52:21,0,D,10.8,0.64772,12.43,4.45,,64.772
AA,10/02/2014,23:53:21,0,D,10.78,0.64931,12.43,4.45,,64.931
AA,10/02/2014,23:54:21,0,D,10.78,0.64949,12.43,4.45,,64.949
AA,10/02/2014,23:55:21,0,D,10.77,0.64907,12.43,4.45,,64.907
AA,10/02/2014,23:56:21,0,D,10.77,0.64931,12.43,4.45,,64.931
AA,10/02/2014,23:57:21,0,D,10.77,0.64974,12.43,4.45,,64.974
AA,10/02/2014,23:58:21,0,D,10.77,0.64998,12.43,4.45,,64.998
AA,10/02/2014,23:59:21,0,D,10.77,0.65016,12.43,4.45,,65.016
